event,label,background,composite,P_rated,C_bus,L_line,noise_frac,adc_bits,R_f,arc_place,t_ramp,W_ms,di_end,di_max,didt_max,t_rise,dv_early,di_early,v_sag_end,v_min,r_dyn,collapse,spec_i,spec_v,has_period,period_strength,resid_period,phase_err,onset_found,t_on_rel,decision
00006,benign_step,flat,False,917186.696887607,0.014498572622880238,7.446361491935669e-06,0.0009598438662554251,14,,,0.003525835996281102,0.5,0.06506434348397888,0.06967501403733746,0.0015317417904282078,0.4255,0.002111566746653268,0.019023022862015314,0.0033868595007601637,0.9958659227261752,0.05126607368135738,0.0,-0.04059028898071238,-0.11238318040064227,0.0,0.0,,,1.0,0.32350000001850343,HOLD
00006,benign_step,flat,False,917186.696887607,0.014498572622880238,7.446361491935669e-06,0.0009598438662554251,14,,,0.003525835996281102,1.0,0.12981980844583543,0.13810452526224198,0.001972703233577337,0.859,0.002111566746653268,0.019023022862015314,0.005611492157442281,0.993416610971609,0.042894820166058105,0.0,-0.01635774264548162,-0.10975990801737762,0.0,0.0,,,1.0,0.32350000001850343,HOLD
00007,benign_step,flat,False,122178.50371765027,0.0050617432712604694,6.251166676833132e-06,0.0022690539368660076,12,,,0.0010698417232367433,0.25,0.08241061645436236,0.08645351939055256,0.0036318806926768526,0.20249999999999999,0.0020935185533126925,0.020459604486254102,0.0007159518129881964,0.9981888044145729,0.008583461475553599,0.0,0.048999112456303014,0.0314363922549846,0.0,0.0,,,1.0,0.17800000001850363,HOLD
00007,benign_step,flat,False,122178.50371765027,0.0050617432712604694,6.251166676833132e-06,0.0022690539368660076,12,,,0.0010698417232367433,0.5,0.18368958619284428,0.19328395373019877,0.0036318806926768526,0.4075,0.0020935185533126925,0.020459604486254102,0.00122894567390775,0.9971315216692235,0.006654114610579841,0.0,0.06054382351183442,-0.019393028029602435,0.0,0.0,,,1.0,0.17800000001850363,HOLD
00007,benign_step,flat,False,122178.50371765027,0.0050617432712604694,6.251166676833132e-06,0.0022690539368660076,12,,,0.0010698417232367433,1.0,0.3678234906375378,0.38577361060705395,0.003986213419037801,0.741,0.0020935185533126925,0.020459604486254102,0.002698980018124003,0.996273439415423,0.007317809430897752,0.0,0.24091868910217623,-0.026173412900561688,0.0,0.0,,,1.0,0.17800000001850363,HOLD
00008,benign_step,flat,False,155348.45838043196,0.0012299546633428777,2.4143511546909004e-06,0.003403374325527503,16,,,0.0020950167384975777,0.25,0.05893174832866282,0.06328904640817723,0.005588634365324847,0.1855,0.0033014910951845344,0.023430836884826785,0.0005533635314025165,0.9973665914624759,0.009233228578080144,0.0,0.035660845515909916,-0.007826703077820456,0.0,0.0,,,1.0,0.11350000001850158,HOLD
00008,benign_step,flat,False,155348.45838043196,0.0012299546633428777,2.4143511546909004e-06,0.003403374325527503,16,,,0.0020950167384975777,0.5,0.11186428993654644,0.11618921271478254,0.005588634365324847,0.4145,0.0033014910951845344,0.023430836884826785,0.0010984945333761722,0.9963856130694865,0.009732879496196344,0.0,0.03755723791206467,0.0009126523724741548,0.0,0.0,,,1.0,0.11350000001850158,HOLD
00008,benign_step,flat,False,155348.45838043196,0.0012299546633428777,2.4143511546909004e-06,0.003403374325527503,16,,,0.0020950167384975777,1.0,0.21444838883062503,0.22713227842845315,0.005588634365324847,0.799,0.0033014910951845344,0.023430836884826785,0.0031899386853361977,0.9943054914327353,0.014806045673629852,0.0,0.08144047558377235,0.01773444656407337,0.0,0.0,,,1.0,0.11350000001850158,HOLD
00009,benign_step,flat,False,482085.7337375036,0.020302687638905838,3.056974405974796e-05,0.004684257539247455,16,,,0.004222584297181866,0.25,0.03112877209250573,0.04326841755861245,0.00873876267355073,0.0955,0.006296333346708381,0.008935010529661402,0.0034819200558758737,0.9939708183167129,0.10837389134731534,0.0,0.08524780474941748,-4.6086297527342735e-05,0.0,0.0,,,1.0,0.5175000000185032,HOLD
00009,benign_step,flat,False,482085.7337375036,0.020302687638905838,3.056974405974796e-05,0.004684257539247455,16,,,0.004222584297181866,0.5,0.060369126912762805,0.06996885270814161,0.00873876267355073,0.3635,0.006296333346708381,0.008935010529661402,0.004698784238604375,0.9924450012779693,0.07656592940101253,0.0,0.09171320238751078,0.03577568088398268,0.0,0.0,,,1.0,0.5175000000185032,HOLD
00009,benign_step,flat,False,482085.7337375036,0.020302687638905838,3.056974405974796e-05,0.004684257539247455,16,,,0.004222584297181866,1.0,0.13246722794835475,0.14715923819504242,0.008882215312791637,0.857,0.006296333346708381,0.008935010529661402,0.007119274990513739,0.9884366086571595,0.05334099688703019,0.0,0.03828288747199837,-0.021619014823694542,0.0,0.0,,,1.0,0.5175000000185032,HOLD
00010,benign_step,flat,False,334323.4403676301,0.025548102438710824,4.8630734388836e-06,0.0012320378185270927,16,,,0.0017024220064516334,0.25,0.03576559306522272,0.037939840061937104,0.0022679669036014625,0.205,0.0015384154593773263,0.015133232735288391,0.001132693203210679,0.9982372588504133,0.03080851167561105,0.0,0.12733069032555616,-0.16579244054333825,0.0,0.0,,,1.0,0.31500000001850187,HOLD
00010,benign_step,flat,False,334323.4403676301,0.025548102438710824,4.8630734388836e-06,0.0012320378185270927,16,,,0.0017024220064516334,0.5,0.07169197715487508,0.07612301051414873,0.0022679669036014625,0.434,0.0015384154593773263,0.015133232735288391,0.002064444423360405,0.9972603964849898,0.02839989369063341,0.0,0.08664138946160847,-0.1026940084938431,0.0,0.0,,,1.0,0.31500000001850187,HOLD
00010,benign_step,flat,False,334323.4403676301,0.025548102438710824,4.8630734388836e-06,0.0012320378185270927,16,,,0.0017024220064516334,1.0,0.1671940827303112,0.17783229418669055,0.0022795076951025966,0.8109999999999999,0.0015384154593773263,0.015133232735288391,0.0041851740033408335,0.9950457254340194,0.024883003821552396,0.0,0.12538692907253693,-0.11561598667730763,0.0,0.0,,,1.0,0.31500000001850187,HOLD
00011,benign_step,flat,False,824492.1497957143,0.004684492929378239,8.279612049648478e-06,0.000610167716260034,16,,,0.0024176257597678863,0.25,0.062480485501152414,0.06610690360919183,0.0010248358482929383,0.2145,0.0026895554221921833,0.020074707492652586,0.005075285466697165,0.9945275381384243,0.07995032531068196,0.0,0.23653121491095563,0.005566102974902123,0.0,0.0,,,1.0,0.2490000000184983,HOLD
00011,benign_step,flat,False,824492.1497957143,0.004684492929378239,8.279612049648478e-06,0.000610167716260034,16,,,0.0024176257597678863,0.5,0.13173628432369433,0.13858295597326714,0.001221524456436642,0.4295,0.0026895554221921833,0.020074707492652586,0.007632168277254916,0.9917758630441561,0.05749873379492002,0.0,0.4421662003571346,0.0381336268136614,0.0,0.0,,,1.0,0.2490000000184983,HOLD
00011,benign_step,flat,False,824492.1497957143,0.004684492929378239,8.279612049648478e-06,0.000610167716260034,16,,,0.0024176257597678863,1.0,0.24793498770327038,0.2585275436093738,0.0012422266819971555,0.7565000000000001,0.0026895554221921833,0.020074707492652586,0.011085198699798522,0.9880230218880578,0.04453049690633299,0.0,0.38772845364435926,0.02796624879834982,0.0,0.0,,,1.0,0.2490000000184983,HOLD
00012,benign_step,flat,False,139539.73481846554,0.002524233058933347,2.9019723856753388e-05,0.0017931219322271797,16,,,0.0027890034319988486,0.25,0.029148812930507976,0.03153315894437395,0.003448299758706159,0.1855,0.0024193559820968377,0.011937868188604534,0.0007911397892006943,0.9978400115870675,0.026241158848417864,0.0,0.042897072643319364,0.06886945074816012,0.0,0.0,,,1.0,0.3950000000184986,HOLD
00012,benign_step,flat,False,139539.73481846554,0.002524233058933347,2.9019723856753388e-05,0.0017931219322271797,16,,,0.0027890034319988486,0.5,0.05369103258746743,0.057156815806802486,0.003448299758706159,0.39399999999999996,0.0024193559820968377,0.011937868188604534,0.0013292477707410601,0.9974263419784541,0.024304674968701544,0.0,-0.02259531017494289,0.049208568326931865,0.0,0.0,,,1.0,0.3950000000184986,HOLD
00012,benign_step,flat,False,139539.73481846554,0.002524233058933347,2.9019723856753388e-05,0.0017931219322271797,16,,,0.0027890034319988486,1.0,0.0964254242270776,0.10192812874345424,0.003448299758706159,0.8350000000000001,0.0024193559820968377,0.011937868188604534,0.002395738733910595,0.9965584211224527,0.024590488087859345,0.0,-0.06074317573211979,0.0756361607302789,0.0,0.0,,,1.0,0.3950000000184986,HOLD
00013,benign_step,flat,False,114934.88122922913,0.0014846227410899831,4.452046828784249e-06,0.004049590385840628,12,,,0.00444704527365236,0.25,0.04089988662981489,0.043995798010706355,0.006451708778869246,0.1555,0.003285722034597909,0.020778737579121537,0.00047933162632332653,0.9965816325666468,0.011439926569687812,0.0,0.00922035716194057,0.09535226402634923,0.0,0.0,,,1.0,0.17150000001849713,HOLD
00013,benign_step,flat,False,114934.88122922913,0.0014846227410899831,4.452046828784249e-06,0.004049590385840628,12,,,0.00444704527365236,0.5,0.06796479676506322,0.07321021405270943,0.0065425765698720354,0.366,0.003285722034597909,0.020778737579121537,-0.00018442608460210116,0.9965816325666468,-0.002674206163912446,0.0,-0.018196495744451813,0.08573567520448211,0.0,0.0,,,1.0,0.17150000001849713,HOLD
00013,benign_step,flat,False,114934.88122922913,0.0014846227410899831,4.452046828784249e-06,0.004049590385840628,12,,,0.00444704527365236,1.0,0.11930425586368953,0.12973080572795706,0.007451269985468087,0.7435,0.003285722034597909,0.020778737579121537,0.0009599052321709698,0.9960306099780779,0.007978979839737242,0.0,0.03777983426463444,0.027439402259901324,0.0,0.0,,,1.0,0.17150000001849713,HOLD
00014,benign_step,flat,False,530856.4538535805,0.0023863888997723475,1.697406483717215e-06,0.0024340701988003286,16,,,0.0035957036538751346,0.25,0.05151769888404072,0.05671618579989138,0.004049454681176019,0.202,0.0027168889445116345,0.01615768431176106,0.002336948946377332,0.9968150645324733,0.04449831192218311,0.0,-0.1800556078946077,-0.04758972030672573,0.0,0.0,,,1.0,0.1260000000185002,HOLD
00014,benign_step,flat,False,530856.4538535805,0.0023863888997723475,1.697406483717215e-06,0.0024340701988003286,16,,,0.0035957036538751346,0.5,0.10180315635032709,0.11004913190896431,0.004326522320452024,0.43150000000000005,0.0027168889445116345,0.01615768431176106,0.0041138454542539995,0.9947878638465364,0.040016723224285615,0.0,-0.18422489585155202,-0.031248348223028206,0.0,0.0,,,1.0,0.1260000000185002,HOLD
00014,benign_step,flat,False,530856.4538535805,0.0023863888997723475,1.697406483717215e-06,0.0024340701988003286,16,,,0.0035957036538751346,1.0,0.19905426612034877,0.21165585675259915,0.004326522320452024,0.8009999999999999,0.0027168889445116345,0.01615768431176106,0.008064488983882555,0.9906211503300854,0.040311507173914074,0.0,-0.19771153040557057,-0.03424506130952401,0.0,0.0,,,1.0,0.1260000000185002,HOLD
00015,benign_step,flat,False,625681.2613906075,0.012491408158506944,3.716824161186483e-06,0.0005170019162145482,14,,,0.0013857059728840763,0.25,0.08187880385353796,0.08620553849094133,0.0011404469183807055,0.2125,0.001387531658620986,0.023538953335724495,0.002711155344145089,0.9969454217464442,0.032712288523567466,0.0,0.2321748909719036,-0.01727488867849479,0.0,0.0,,,1.0,0.12250000001850364,HOLD
00015,benign_step,flat,False,625681.2613906075,0.012491408158506944,3.716824161186483e-06,0.0005170019162145482,14,,,0.0013857059728840763,0.5,0.15870520646251396,0.16640410419217438,0.0011404469183807055,0.4045,0.001387531658620986,0.023538953335724495,0.005190171620225566,0.9943325328433922,0.032498449707360065,0.0,0.031053933734377044,0.068178132628203,0.0,0.0,,,1.0,0.12250000001850364,HOLD
00015,benign_step,flat,False,625681.2613906075,0.012491408158506944,3.716824161186483e-06,0.0005170019162145482,14,,,0.0013857059728840763,1.0,0.33191903248386184,0.35255787340268363,0.001179105193570498,0.782,0.001387531658620986,0.023538953335724495,0.011979398982404358,0.9866163689684762,0.035982920210442026,0.0,0.3444557892282778,0.0927770203134922,0.0,0.0,,,1.0,0.12250000001850364,HOLD
00016,benign_step,flat,False,238513.230122743,0.0035120364505277497,6.13435004756117e-06,0.004770251344185114,12,,,0.0006461332649186069,0.25,0.09175370420797839,0.10342248443066118,0.007364394124256996,0.203,0.007338456483219122,0.02298067102071407,0.00536641538141604,0.9904591419018116,0.05785661529358562,0.0,-0.041808835962543305,-0.13442763879436273,0.0,0.0,,,1.0,0.161500000018501,HOLD
00016,benign_step,flat,False,238513.230122743,0.0035120364505277497,6.13435004756117e-06,0.004770251344185114,12,,,0.0006461332649186069,0.5,0.2137637339931518,0.22923083765583543,0.0093471067303139,0.44,0.007338456483219122,0.02298067102071407,0.010012867493279818,0.9866930297323855,0.04662271095360588,0.0,0.006491060275993873,-0.17296788776238822,0.0,0.0,,,1.0,0.161500000018501,HOLD
00016,benign_step,flat,False,238513.230122743,0.0035120364505277497,6.13435004756117e-06,0.004770251344185114,12,,,0.0006461332649186069,1.0,0.3801531953713576,0.3916251354176975,0.009347117235419578,0.7150000000000001,0.007338456483219122,0.02298067102071407,0.018830006270229065,0.9766605755767537,0.04940272441342906,0.0,-0.025427800716722456,-0.09721918117868424,0.0,0.0,,,1.0,0.161500000018501,HOLD
00017,benign_step,flat,False,410093.01890741574,0.02084502707370501,3.434272186887498e-06,0.0010567413953365952,14,,,0.001496633787534234,0.25,0.02913578771192015,0.03182833000283116,0.0012299324433070191,0.1825,0.001974487544084715,0.01502263929779088,0.0006250809970293691,0.9985253284454402,0.02074214893616733,0.0,-0.2570473722127439,-0.006504581515166145,0.0,0.0,,,1.0,0.31650000001850337,HOLD
00017,benign_step,flat,False,410093.01890741574,0.02084502707370501,3.434272186887498e-06,0.0010567413953365952,14,,,0.001496633787534234,0.5,0.050572371856157115,0.053674722679363435,0.0017944928485985594,0.41100000000000003,0.001974487544084715,0.01502263929779088,0.0013402963520585105,0.9978338416060948,0.025988650585953135,0.0,-0.20623444679045277,0.0363394721250581,0.0,0.0,,,1.0,0.31650000001850337,HOLD
00017,benign_step,flat,False,410093.01890741574,0.02084502707370501,3.434272186887498e-06,0.0010567413953365952,14,,,0.001496633787534234,1.0,0.1057499965701409,0.1127416488987285,0.0017944928485985594,0.859,0.001974487544084715,0.01502263929779088,0.0029115003968109197,0.9959303064792167,0.027274009277348275,0.0,-0.15380850601325527,0.046260399503926235,0.0,0.0,,,1.0,0.31650000001850337,HOLD
00018,benign_step,flat,False,195206.48232063712,0.008552697586191697,5.583540623440129e-06,0.0026594116193928525,12,,,0.008329820362750115,0.25,0.012610960165330014,0.01570961462673049,0.004742838953923152,0.0725,0.0036997406906141266,0.009344230903470332,0.0006232727255614481,0.9980293410144121,0.045791973379589714,0.0,-0.21004379992768646,-0.17525293223144395,0.0,0.0,,,1.0,0.45750000001849866,HOLD
00018,benign_step,flat,False,195206.48232063712,0.008552697586191697,5.583540623440129e-06,0.0026594116193928525,12,,,0.008329820362750115,0.5,0.01518208076615616,0.020286042678020224,0.004742838953923152,0.241,0.0036997406906141266,0.009344230903470332,0.0006438685921798898,0.9979829588583402,0.03978898644026681,0.0,-0.16668027630839388,-0.1139939255165833,0.0,0.0,,,1.0,0.45750000001849866,HOLD
00018,benign_step,flat,False,195206.48232063712,0.008552697586191697,5.583540623440129e-06,0.0026594116193928525,12,,,0.008329820362750115,1.0,0.03036499151253502,0.03505541081338527,0.004742838953923152,0.746,0.0036997406906141266,0.009344230903470332,0.0013494375634000757,0.9963905689190885,0.04302368654749271,0.0,-0.16826032055206827,-0.1078152841147965,0.0,0.0,,,1.0,0.45750000001849866,HOLD
00019,benign_step,flat,False,414657.0119436947,0.006948375183615713,7.146558054040241e-06,0.0006085199841841776,14,,,0.002597487532966999,0.25,-0.042184192109861074,0.043960914043521954,0.0009351187003201274,0.1995,-3.3825584497333585e-05,0.019024446602314865,-0.0014033084899467917,1.0004768375682704,-0.03249588382658078,0.0,0.07149487296192873,0.028707080976589222,0.0,0.0,,,1.0,0.33650000001850255,HOLD
00019,benign_step,flat,False,414657.0119436947,0.006948375183615713,7.146558054040241e-06,0.0006085199841841776,14,,,0.002597487532966999,0.5,-0.06849450078254495,0.07007741301725438,0.0009351187003201274,0.4115,-3.3825584497333585e-05,0.019024446602314865,-0.002076827282192138,1.0004768375682704,-0.02988477158344849,0.0,-0.029412140247785146,-0.055222054571211564,0.0,0.0,,,1.0,0.33650000001850255,HOLD
00019,benign_step,flat,False,414657.0119436947,0.006948375183615713,7.146558054040241e-06,0.0006085199841841776,14,,,0.002597487532966999,1.0,-0.12010079717451283,0.12639597207551012,0.001113234101097175,0.8574999999999999,-3.3825584497333585e-05,0.019024446602314865,-0.00432895939735007,1.0004768375682704,-0.03574674567263008,0.0,0.22094149989399103,-0.0522906173694558,0.0,0.0,,,1.0,0.33650000001850255,HOLD
00020,benign_step,flat,False,347485.36844342056,0.011113664727386776,1.4678405800662678e-05,0.003249901543899809,14,,,0.003561876258191734,0.25,0.02587766950695098,0.028739399201017705,0.004126069532399693,0.164,0.0026262863173161875,0.014850771572691008,0.001478678258314723,0.9967824112817365,0.05501512167683712,0.0,0.1783803833730961,0.0861937113438849,0.0,0.0,,,1.0,0.4365000000184985,HOLD
00020,benign_step,flat,False,347485.36844342056,0.011113664727386776,1.4678405800662678e-05,0.003249901543899809,14,,,0.003561876258191734,0.5,0.05390930290952481,0.06019142062380982,0.004273425473184157,0.40549999999999997,0.0026262863173161875,0.014850771572691008,0.0018320763693512418,0.9967824112817365,0.03336550042112157,0.0,0.1544338066900803,0.004391496488444046,0.0,0.0,,,1.0,0.4365000000184985,HOLD
00020,benign_step,flat,False,347485.36844342056,0.011113664727386776,1.4678405800662678e-05,0.003249901543899809,14,,,0.003561876258191734,1.0,0.11938464100030836,0.129625343859623,0.005065480853306434,0.837,0.0026262863173161875,0.014850771572691008,0.0020469551358998903,0.99560393402781,0.01700345757474699,0.0,0.16262335297362288,0.006756632641793883,0.0,0.0,,,1.0,0.4365000000184985,HOLD
00021,benign_step,flat,False,501677.60232237313,0.020967066727451224,5.765778561000284e-06,0.0006423842766941132,14,,,0.0005403604147720796,0.25,-0.06882697437046476,0.07286104270364731,0.0012626916779390196,0.21350000000000002,-0.00023497775096608265,0.023909211997046244,-0.002478411302331673,1.000788848646453,-0.03549360866164044,0.0,0.03703800668004224,-0.06351107940616343,0.0,0.0,,,1.0,0.18950000001850126,HOLD
00021,benign_step,flat,False,501677.60232237313,0.020967066727451224,5.765778561000284e-06,0.0006423842766941132,14,,,0.0005403604147720796,0.5,-0.14201064810635605,0.14854360752388235,0.0013754303276372574,0.42250000000000004,-0.00023497775096608265,0.023909211997046244,-0.004258692376048485,1.000788848646453,-0.029778848165776604,0.0,0.5616182343189661,-0.05413028878713329,0.0,0.0,,,1.0,0.18950000001850126,HOLD
00021,benign_step,flat,False,501677.60232237313,0.020967066727451224,5.765778561000284e-06,0.0006423842766941132,14,,,0.0005403604147720796,1.0,-0.20861378478246573,0.21289577477483418,0.0013754303276372574,0.6880000000000001,-0.00023497775096608265,0.023909211997046244,-0.006521208906927993,1.000788848646453,-0.03111059186157825,0.0,0.5200313584933052,0.020487631181351326,0.0,0.0,,,1.0,0.18950000001850126,HOLD
00022,benign_step,flat,False,342082.1716300505,0.0012625929369640629,3.6251825034025446e-06,0.0009307093523519557,16,,,0.0031246828717143723,0.25,-0.023681457067503065,0.024561814248145443,0.00124186250618607,0.19699999999999998,0.0007518831389472676,0.013094144750107428,-0.0010876824326850965,1.000006462172255,-0.044068809621341104,0.0,0.060733780441764695,0.053052256591562125,0.0,0.0,,,1.0,0.29900000001849975,HOLD
00022,benign_step,flat,False,342082.1716300505,0.0012625929369640629,3.6251825034025446e-06,0.0009307093523519557,16,,,0.0031246828717143723,0.5,-0.03507030716180271,0.036787305409143364,0.0013298719533266974,0.393,0.0007518831389472676,0.013094144750107428,-0.001055536679789321,1.000006462172255,-0.029263312759008054,0.0,0.0881716428223621,0.0470226055507752,0.0,0.0,,,1.0,0.29900000001849975,HOLD
